steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss	n_updates
37495	5	2999.330151081085	-6689.98	-7500.0	2005.7791703983867	-353.0	-7500.0	-21.310658182681344	1.7209257658054136	36495
65246	9	5175.131421089172	-6720.6	-7500.0	1897.7482403728857	-352.0	-7500.0	-58.36882934345426	2.1013901028548685	64246
95240	13	7911.730375766754	-6652.37	-7500.0	2008.8497017804577	-246.0	-7500.0	-73.6828508257802	1.451886653740075	94240
125234	17	11057.667756557465	-6742.82	-7500.0	1887.253149983121	-373.0	-7500.0	-74.1600922864516	2.1002077835000423	124234
150504	22	13524.836153030396	-6538.06	-7500.0	2114.0858225366596	-225.0	-7500.0	-87.01412069465735	1.9526545274486393	149504
180498	26	15980.823545455933	-6569.1	-7500.0	2081.4739945286346	-233.0	-7500.0	-91.6464310223716	1.7648587556287676	179498
210496	30	18599.39021754265	-6675.84	-7500.0	1953.4363181043013	-299.0	-7500.0	-93.76900890375282	1.468088618819844	209496
240495	34	21363.154853343964	-6760.72	-7500.0	1849.0111093295905	-380.0	-7500.0	-95.14578650980427	3.0413830855226154	239495
270489	38	24467.71523785591	-6524.45	-7500.0	2131.284794733596	-272.0	-7500.0	-92.60522962250678	2.475223786290515	269489
300485	42	27548.25633788109	-6530.21	-7500.0	2115.7899224305293	-218.0	-7500.0	-90.12094992917994	1.5085095733147633	299485
331819	47	30616.664225816727	-6725.93	-7500.0	1932.9294366768067	-302.0	-7500.0	-92.6154223916912	1.273504234523779	330819
364127	52	33390.278596401215	-6728.26	-7500.0	1884.499995953164	-429.0	-7500.0	-92.91119648514217	1.3420238969904912	363127
392232	56	36625.65023636818	-6735.34	-7500.0	1875.1373079421048	-345.0	-7500.0	-94.65236867960519	1.9298044066354818	391232
422225	60	39691.622685432434	-6526.74	-7500.0	2130.6159664199545	-212.0	-7500.0	-86.39828112437428	1.7037610653067548	421225
456387	65	42426.27999186516	-6670.99	-7500.0	1986.1216432326526	-400.0	-7500.0	-97.79822905914087	3.487004357015688	455387
482818	70	45297.621012449265	-6555.89	-7500.0	2095.268792067047	-449.0	-7500.0	-98.31966533075146	1.8561697530901051	481818
512812	74	47971.12167739868	-6788.58	-7500.0	1828.3906440010862	-482.0	-7500.0	-98.91386654389865	2.5837676121867186	511812
543882	79	50912.000264406204	-6682.25	-7500.0	1995.7991810831372	-374.0	-7500.0	-99.49922712876321	1.6182475075508869	542882
574046	84	53554.16309714317	-6529.78	-7500.0	2123.8138059689322	-221.0	-7500.0	-97.07803123625544	1.25527968494046	573046
604043	88	56458.34636473656	-6662.27	-7500.0	2008.2884408662944	-312.0	-7500.0	-94.40668087081899	0.8061613393254462	603043
634038	92	59261.64215826988	-6525.78	-7500.0	2144.5692962137236	-226.0	-7500.0	-96.91425023104472	0.970455461572964	633038
666925	97	61475.02951455116	-6843.12	-7500.0	1747.2711785275721	-358.0	-7500.0	-97.4403339340827	0.9368883710379562	665925
696922	101	64617.00152397156	-6762.59	-7500.0	1909.8986333829291	-300.0	-7500.0	-96.60718578217197	1.5925669981102124	695922
726918	105	67557.30499768257	-6660.72	-7500.0	2019.668540062248	-427.0	-7500.0	-95.9634852214121	0.5043430194710001	725918
752044	109	70577.68485879898	-6764.91	-7500.0	1866.6013954768061	-372.0	-7500.0	-98.77580494585496	0.6841737539796361	751044
782040	113	73381.44256591797	-6707.76	-7500.0	1914.1170558339277	-436.0	-7500.0	-98.56520277403311	0.2212868812700442	781040
812037	117	76463.25235033035	-6725.98	-7500.0	1903.2323752877458	-397.0	-7500.0	-98.60437952473569	0.6392573651989222	811037
844280	123	78830.8600654602	-6601.73	-7500.0	2080.137494751418	-219.0	-7500.0	-97.43659173330828	0.2961429676101559	843280
874277	127	81982.51503276825	-6694.79	-7500.0	1978.432372466707	-436.0	-7500.0	-98.4234338581332	0.9017699993332556	873277
904272	131	84264.90312075615	-6767.61	-7500.0	1854.278660669464	-297.0	-7500.0	-97.88314816356984	0.8046716003902935	903272
934269	135	87342.43106365204	-6661.99	-7500.0	2000.6800535484595	-295.0	-7500.0	-98.41486535419196	0.26622443175849314	933269
964265	139	89957.43857932091	-6528.09	-7500.0	2127.3650800314867	-219.0	-7500.0	-98.74373602702546	0.3378048226927689	963265
994262	143	92171.77620768547	-6868.29	-7500.0	1714.8641333524315	-297.0	-7500.0	-98.16084826841617	0.09503314089632187	993262
